	Review	Liked
4683	conced	0
4684	feroc	0
4685	youth	1
4686	woebegon	0
4687	The staff are great, the ambiance is great.	1
4688	noiseless	1
4689	discouragingli	0
4690	record-set	1
4691	Reasonably priced also!	1
4692	emphat	0
4693	fraud	0
4694	ambiti	1
4695	I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.	1
4696	favorit	1
4697	slump	0
4698	underl	0
4699	disbeliev	0
4700	revolution	1
4701	I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	0
4702	cackl	0
4703	unbear	0
4704	baffl	0
4705	paltri	0
4706	god-given	1
4707	disobedi	0
4708	dawn	1
4709	wearisom	0
4710	sparkl	1
4711	knife	0
4712	On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.	0
4713	humbl	1
4714	deterior	0
4715	unpopular	0
4716	hardhead	0
4717	I can't tell you how disappointed I was.	0
4718	urgent	0
4719	virtuous	1
4720	sneer	0
4721	diss	0
4722	solicitud	0
4723	dump	0
4724	symptom	0
4725	easygo	1
4726	thinner	1
4727	ailment	0
4728	overbearingli	0
4729	I don't know what kind it is but they have the best iced tea.	1
4730	peel	0
4731	loyal	1
4732	replac	1
4733	Not a weekly haunt, but definitely a place to come back to every once in a while.	1
4734	scratchi	0
4735	"I'm so happy to be here!!!"""	1
4736	pariah	0
4737	The Jamaican mojitos are delicious.	1
4738	lovabl	1
4739	glitch	0
4740	weed	0
4741	superbl	1
4742	mess	0
4743	succe	1
4744	limp	0
4745	The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
4746	exel	1
4747	uncompetit	0
4748	unfaith	0
4749	power	1
4750	Overall, I like this place a lot.	1
4751	graini	0
4752	doubtless	1
4753	offend	0
4754	dullard	0
4755	unnatur	0
4756	Everything was gross.	0
4757	bomb	0
4758	damag	0
4759	reprovingli	0
4760	signific	1
4761	grand	1
4762	degrad	0
4763	disparagingli	0
4764	energy-sav	1
4765	underpaid	0
4766	enjoin	0
4767	wreck	0
4768	dismayingli	0
4769	Awesome selection of beer.	1
4770	hazi	0
4771	soft	1
4772	overbear	0
4773	ecstasi	1
4774	intox	0
4775	ach	0
4776	flirti	0
4777	Im in AZ all the time and now have my new spot.	1
4778	doggedli	0
4779	"like the other reviewer said ""you couldn't pay me to eat at this place again."""	0
4780	chaotic	0
4781	These were so good we ordered them twice.	1
4782	blah	0
4783	breathless	1
4784	trump	1
4785	yawn	0
4786	demolish	0
4787	chilli	0
4788	felicit	1
4789	furiou	0
4790	Crostini that came with the salad was stale.	0
4791	unspeak	0
4792	selfinterest	0
4793	sour	0
4794	The pancake was also really good and pretty large at that.	1
4795	hooligan	0
4796	opinion	0
4797	The fried rice was dry as well.	0
4798	desper	0
4799	beauti	1
4800	unachiev	0
4801	harmless	1
4802	Generous portions and great taste.	1
4803	rightli	1
4804	junk	0
4805	unfett	1
4806	downfallen	0
4807	fatuiti	0
4808	question	0
4809	attack	0
4810	fierc	0
4811	effigi	0
4812	benefit	1
4813	testili	0
4814	scum	0
4815	tempest	0
4816	famin	0
4817	cartoonish	0
4818	You cant go wrong with any of the food here.	1
4819	scratch	0
4820	There is nothing authentic about this place.	0
4821	drastic	0
4822	definitely will come back here again.	1
4823	unconstitut	0
4824	gruff	0
4825	arrog	0
4826	intrus	0
4827	adventuresom	1
4828	feat	1
4829	misinterpret	0
4830	effect	1
4831	dishearteningli	0
4832	daze	0
4833	Overall I wasn't very impressed with Noca.	0
4834	deni	0
4835	Wow... Loved this place.	1
4836	misgiv	0
4837	floor	0
4838	heal	1
4839	break	0
4840	decept	0
4841	Terrible service!	0
4842	Probably never coming back, and wouldn't recommend it.	0
4843	monstrous	0
4844	uncouth	0
4845	sedentari	0
4846	guiltless	1
4847	childish	0
4848	season	1
4849	headway	1
4850	polut	0
4851	demor	0
4852	smile	1
4853	racism	0
4854	substant	1
4855	madden	0
4856	depend	1
4857	promis	1
4858	vivid	1
4859	somber	0
4860	Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.	0
4861	sorrow	0
4862	The place was fairly clean but the food simply wasn't worth it.	0
4863	This was like the final blow!	0
4864	flashi	1
4865	renounc	0
4866	An excellent new restaurant by an experienced Frenchman.	1
4867	tempt	1
4868	glaringli	0
4869	arrogantli	0
4870	Will never, ever go back.	0
4871	finagl	0
4872	get-rich	0
4873	miseri	0
4874	earnest	1
4875	dastardli	0
4876	overpr	0
4877	multi-purpos	1
4878	subtract	0
4879	jam	0
4880	overstat	0
4881	uglier	0
4882	Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
4883	No complaints!	1
4884	enthusiast	1
4885	Those burgers were amazing.	1
4886	harbor	0
4887	cancer	0
4888	evenli	1
4889	posh	1
4890	disloc	0
4891	Point your finger at any item on the menu, order it and you won't be disappointed.	1
4892	oddli	0
4893	danken	1
4894	I won't be back.	0
4895	Won't ever go here again.	0
4896	fibber	0
4897	moribund	0
4898	second-ti	0
4899	abomin	0
4900	Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1
4901	dirt	0
4902	There was hardly any meat.	0
4903	aveng	0
4904	breakup	0
4905	relentlessli	0
4906	extremist	0
4907	destain	0
4908	Very disappointing!!!	0
4909	dropout	0
4910	scuff	0
4911	insan	0
4912	rejuven	1
4913	transpar	1
4914	It'll be a regular stop on my trips to Phoenix!	1
4915	demis	0
4916	prattl	0
4917	moodi	0
4918	indecis	0
4919	discont	0
4920	fashion	1
4921	goood	1
4922	fractious	0
4923	uncontrol	0
4924	misunderstand	0
4925	We were sat right on time and our server from the get go was FANTASTIC!	1
4926	smell	0
4927	fortuit	1
4928	fidget	0
4929	beastli	0
4930	The croutons also taste homemade which is an extra plus.	1
4931	We had fantastic service, and were pleased by the atmosphere.	1
4932	taint	0
4933	bearish	0
4934	neatest	1
4935	I really enjoyed eating here.	1
4936	forebod	0
4937	persecut	0
4938	examplari	1
4939	Overall I was not impressed and would not go back.	0
4940	stigma	0
4941	buggi	0
4942	guiltili	0
4943	inefficaci	0
4944	clean	1
4945	broke	0
4946	retreat	0
4947	pointlessli	0
4948	incens	0
4949	Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.	0
4950	unwarr	0
4951	It was not good.	0
4952	infring	0
4953	lament	0
4954	omit	0
4955	effus	1
4956	Good value, great food, great service.	1
4957	rest	1
4958	tedious	0
4959	blackmail	0
4960	inaccur	0
4961	franticli	0
4962	coerciv	0
4963	envious	1
4964	chide	0
4965	sneaki	0
4966	frustratingli	0
4967	I had the mac salad and it was pretty bland so I will not be getting that again.	0
4968	opposit	0
4969	felic	1
4970	Come hungry, leave happy and stuffed!	1
4971	outstrip	1
4972	shimmer	1
4973	breathtak	1
4974	The Veggitarian platter is out of this world!	1
4975	screwed-up	0
4976	It also took her forever to bring us the check when we asked for it.	0
4977	greasi	0
4978	ruinou	0
4979	destroy	0
4980	remors	0
4981	Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.	1
4982	dodder	0
4983	safe	1
4984	inconsol	0
4985	ill-defin	0
4986	awsom	1
4987	dastard	0
4988	disallow	0
4989	matt	0
4990	misrepresent	0
4991	self-def	0
4992	despairingli	0
4993	This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1
4994	incap	0
4995	insensit	0
4996	-Drinks took close to 30 minutes to come out at one point.	0
4997	Their rotating beers on tap is also a highlight of this place.	1
4998	The plantains were the worst I've ever tasted.	0
4999	shallow	0
5000	lionheart	1
5001	malais	0
5002	mushi	0
5003	They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
5004	devoid	0
5005	ruffl	0
5006	vomit	0
5007	adversari	0
5008	cashback	1
5009	surviv	1
5010	slowest	0
5011	mordant	0
5012	patron	0
5013	freakishli	0
5014	bonu	1
5015	petti	0
5016	I had heard good things about this place, but it exceeding every hope I could have dreamed of.	1
5017	In an interesting part of town, this place is amazing.	1
5018	bulkier	0
5019	this is the worst sushi i have ever eat besides Costco's.	0
5020	worthwhil	1
5021	scoff	0
5022	hastili	0
5023	belat	0
5024	delirium	0
5025	trophi	1
5026	exasper	0
5027	overtook	1
5028	crowd	0
5029	timidli	0
5030	dinki	0
5031	backach	0
5032	election-rigg	0
5033	struggl	0
5034	The service was meh.	0
5035	irreplac	1
5036	fastidi	0
5037	visionari	1
5038	recomend	1
5039	I probably would not go here again.	0
5040	conspiraci	0
5041	steep	0
5042	ardor	1
5043	optimist	1
5044	dimmer	0
5045	forfeit	0
5046	embroil	0
5047	That said, our mouths and bellies were still quite pleased.	1
5048	leer	0
5049	versatil	1
5050	anxiou	0
5051	cool	1
5052	loveli	1
5053	I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.	0
5054	downcast	0
5055	contagi	0
5056	enhanc	1
5057	inevit	0
5058	except	1
5059	construct	1
5060	agon	0
5061	sane	1
5062	So they performed.	1
5063	prize	1
5064	unsteadili	0
5065	perfect	1
5066	cheapest	1
5067	complex	0
5068	imperfectli	0
5069	stingingli	0
5070	smoothli	1
5071	conspicu	0
5072	entranc	1
5073	impoverish	0
5074	tawdri	0
5075	unreli	0
5076	fulfil	1
5077	irrit	0
5078	helplessli	0
5079	I really do recommend this place, you can go wrong with this donut place!	1
5080	One of the few places in Phoenix that I would definately go back to again .	1
5081	distrust	0
5082	hypocrisi	0
5083	No one at the table thought the food was above average or worth the wait that we had for it.	0
5084	My gyro was basically lettuce only.	0
5085	incompet	0
5086	DELICIOUS!!	1
5087	misfortun	0
5088	repudi	0
5089	poetic	1
5090	What a mistake.	0
5091	stolen	0
5092	panick	0
5093	godsend	1
5094	assur	1
5095	I would definitely recommend the wings as well as the pizza.	1
5096	inapt	0
5097	penal	0
5098	bloodthirsti	0
5099	difficulti	0
5100	knot	0
5101	puppet	0
5102	offens	0
5103	gangster	0
5104	insati	0
5105	destitut	0
5106	heartwarm	1
5107	inexpertli	0
5108	zap	0
5109	fetid	0
5110	overs	0
5111	tantal	1
5112	aggrav	0
5113	surreal	1
5114	macabr	0
5115	fulmin	0
5116	filth	0
5117	forbid	0
5118	object	0
5119	jolt	0
5120	charm	1
5121	The owner used to work at Nobu, so this place is really similar for half the price.	1
5122	sincer	1
5123	Unfortunately, it was not good.	0
5124	tetchili	0
5125	fave	1
5126	botch	0
5127	trivial	1
5128	hobbl	0
5129	incomplet	0
5130	effortlessli	1
5131	shortsighted	0
5132	exemplar	1
5133	Each day of the week they have a different deal and it's all so delicious!	1
5134	scant	0
5135	When I opened the sandwich, I was impressed, but not in a good way.	0
5136	poorer	0
5137	Never going back.	0
5138	believ	1
5139	gutless	0
5140	luck	1
5141	steadi	1
5142	popular	1
5143	captiv	1
5144	rust	0
5145	Have been going since 2007 and every meal has been awesome!!	1
5146	infal	1
5147	misstat	0
5148	failur	0
5149	right	1
5150	"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them."	0
5151	strangl	0
5152	Our waiter was very attentive, friendly, and informative.	1
5153	partial	0
5154	discrimin	0
5155	flakey	0
5156	astoundingli	1
5157	quitter	0
5158	flounder	0
5159	comfi	1
5160	contemptu	0
5161	We won't be returning.	0
5162	unmov	0
5163	The sweet potato tots were good but the onion rings were perfection or as close as I have had.	1
5164	intric	1
5165	venom	0
5166	authoritarian	0
5167	dread	0
5168	itch	0
5169	dissembl	0
5170	anti-u	0
5171	food taste was very bad	0
5172	undon	0
5173	I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.	0
5174	lumin	1
5175	dire	0
5176	wisdom	1
5177	incorrectli	0
5178	snobish	0
5179	contend	0
5180	sieg	0
5181	boycott	0
5182	scarciti	0
5183	iniqu	0
5184	dissatisfact	0
5185	tout	0
5186	dirtbag	0
5187	warn	0
5188	decri	0
5189	well-establish	1
5190	sti	0
5191	Thoroughly disappointed!	0
5192	enthral	1
5193	inexcus	0
5194	unwieldi	0
5195	emin	1
5196	If you want to wait for mediocre food and downright terrible service, then this is the place for you.	0
5197	preposter	0
5198	The cashier was friendly and even brought the food out to me.	1
5199	ripoff	0
5200	flicer	0
5201	obliter	0
5202	blameless	1
5203	lividli	0
5204	Dessert: Panna Cotta was amazing.	1
5205	smelli	0
5206	nettlesom	0
5207	hiliari	0
5208	dissent	0
5209	I probably won't be back, to be honest.	0
5210	plea	0
5211	You can't beat that.	1
5212	lucid	1
5213	advers	0
5214	feloni	0
5215	harmon	1
5216	high-spirit	1
5217	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	0
5218	sugar-coat	0
5219	shrill	0
5220	impetu	0
5221	overbal	0
5222	abrupt	0
5223	irrepar	0
5224	nettl	0
5225	amusingli	1
5226	Overall, I was very disappointed with the quality of food at Bouchon.	0
5227	inflammatori	0
5228	praiseworthi	1
5229	Will not be back!	0
5230	scream	0
5231	But then they came back cold.	0
5232	The block was amazing.	1
5233	hardlin	0
5234	toll-fre	1
5235	jeopardi	0
5236	workabl	1
5237	I ordered the Lemon raspberry ice cocktail which was also incredible.	1
5238	blabber	0
5239	arduous	0
5240	absenc	0
5241	Great food and service, huge portions and they give a military discount.	1
5242	To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.	1
5243	bid-rig	0
5244	This was my first time and I can't wait until the next.	1
5245	dreari	0
5246	Worst Thai ever.	0
5247	flawless	1
5248	thug	0
5249	hairloss	0
5250	vocifer	0
5251	hardheart	0
5252	By this time our side of the restaurant was almost empty so there was no excuse.	0
5253	enliven	1
5254	Quality of food and ambiance is not great	0
5255	phobic	0
5256	like	1
5257	ultra-crisp	1
5258	I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.	1
5259	peach	1
5260	briberi	0
5261	uncoop	0
5262	temer	0
5263	laughabl	0
5264	progress	1
5265	worryingli	0
5266	Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	0
5267	We had 7 at our table and the service was pretty fast.	1
5268	asund	0
5269	loveless	0
5270	sophist	1
5271	sweetheart	1
5272	Good food , good service .	1
5273	indec	0
5274	unseemli	0
5275	unprov	0
5276	felon	0
5277	fine	1
5278	diatrib	0
5279	disappoint	0
5280	stump	0
5281	empath	1
5282	byzantin	0
5283	badli	0
5284	menial	0
5285	caprici	0
5286	browbeat	0
5287	We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.	1
5288	wail	0
5289	harm	0
5290	irration	0
5291	streaki	0
5292	error	0
5293	afraid	0
5294	Great food for the price, which is very high quality and house made.	1
5295	I went to Bachi Burger on a friend's recommendation and was not disappointed.	1
5296	snazzi	1
5297	unencumb	1
5298	gooood	1
5299	mismanag	0
5300	assult	0
5301	I could care less... The interior is just beautiful.	1
5302	weari	0
5303	time	1
5304	My salad had a bland vinegrette on the baby greens and hearts of Palm.	0
5305	incoher	0
5306	disprov	0
5307	It was a bit too sweet, not really spicy enough, and lacked flavor.	0
5308	tediou	0
5309	bombard	0
5310	dim	0
5311	imperialist	0
5312	bombast	0
5313	swagger	0
5314	deterr	0
5315	harden	0
5316	enmiti	0
5317	measli	0
5318	condescendingli	0
5319	unbeat	1
5320	soundli	1
5321	Great Pizza and Salads!	1
5322	Weird vibe from owners.	0
5323	brightest	1
5324	charmingli	1
5325	Disappointing experience.	0
5326	I dont think I will be back for a very long time.	0
5327	eleg	1
5328	jag	0
5329	free	1
5330	greatest	1
5331	rut	0
5332	emascul	0
5333	egot	0
5334	foolish	0
5335	miss	0
5336	razor-sharp	1
5337	ampl	1
5338	ingratitud	0
5339	pandemonium	0
5340	cost-effect	1
5341	spiritu	1
5342	miff	0
5343	clearer	1
5344	fumbl	0
5345	astonishingli	1
5346	heck	0
5347	romantic	1
5348	hapless	0
5349	absurdli	0
5350	flirt	0
5351	scourg	0
5352	However, my recent experience at this particular location was not so good.	0
5353	depravedli	0
5354	short-liv	0
5355	merit	1
5356	tragedi	0
5357	oppon	0
5358	awe	1
5359	shriek	0
5360	two-fac	0
5361	We loved the place.	1
5362	exaltedli	1
5363	stigmat	0
5364	The service was great, even the manager came and helped with our table.	1
5365	Waiter was a jerk.	0
5366	chao	0
5367	shrew	0
5368	broken	0
5369	fret	0
5370	unilater	0
5371	threat	0
5372	pervas	0
5373	inconveni	0
5374	wors	0
5375	shatter	0
5376	Cute, quaint, simple, honest.	1
5377	spectacularli	1
5378	sharpest	1
5379	scali	0
5380	inpress	1
5381	alarmingli	0
5382	The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.	1
5383	If it were possible to give them zero stars, they'd have it.	0
5384	non-viol	1
5385	skittish	0
5386	layoff-happi	0
5387	massacr	0
5388	boost	1
5389	This is my new fav Vegas buffet spot.	1
5390	sporad	0
5391	The ambience is wonderful and there is music playing.	1
5392	complic	0
5393	dent	0
5394	gold	1
5395	The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	0
5396	confin	0
5397	irat	0
5398	Great pork sandwich.	1
5399	grossli	0
5400	surpass	1
5401	parodi	0
5402	spookiest	0
5403	Unfortunately, it only set us up for disapppointment with our entrees.	0
5404	complicit	0
5405	Very bad Experience!	0
5406	farcical-yet-provoc	0
5407	paranoia	0
5408	rough	0
5409	If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.	1
5410	We got the food and apparently they have never heard of salt and the batter on the fish was chewy.	0
5411	inestim	1
5412	clearli	1
5413	play	1
5414	undu	0
5415	mockingli	0
5416	Google mediocre and I imagine Smashburger will pop up.	0
5417	impress	1
5418	will	1
5419	revert	0
5420	over-balanc	0
5421	grudgingli	0
5422	suppl	1
5423	congest	0
5424	doldrum	0
5425	miser	0
5426	Would not recommend to others.	0
5427	forswear	0
5428	- Really, really good rice, all the time.	1
5429	incendiari	0
5430	enthusiasm	1
5431	For sushi on the Strip, this is the place to go.	1
5432	cruelest	0
5433	frigid	0
5434	deris	0
5435	barren	0
5436	favor	1
5437	exceedingli	1
5438	I believe that this place is a great stop for those with a huge belly and hankering for sushi.	1
5439	classi	1
5440	savageri	0
5441	conflict	0
5442	argument	0
5443	smoothest	1
5444	I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.	1
5445	ultimatum	0
5446	The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
5447	cynic	0
5448	con	0
5449	loathsom	0
5450	angel	1
5451	opportunist	0
5452	loos	0
5453	insidi	0
5454	crude	0
5455	flareup	0
5456	inexpert	0
5457	imprison	0
5458	gladden	1
5459	prik	0
5460	The pizza tasted old, super chewy in not a good way.	0
5461	belliger	0
5462	Always a great time at Dos Gringos!	1
5463	illeg	0
5464	angrili	0
5465	supurb	1
5466	infect	0
5467	impedi	0
5468	fairli	1
5469	thicker	0
5470	I won't be back.	0
5471	honesti	1
5472	overheat	0
5473	it was a drive to get there.	0
5474	devastatingli	0
5475	mistrust	0
5476	Avoid at all cost!	0
5477	bizarr	0
5478	crap	0
5479	unread	0
5480	Food arrived quickly!	1
5481	insol	0
5482	scathingli	0
5483	unknown	0
5484	objection	0
5485	temptat	0
5486	gleeful	1
5487	Left very frustrated.	0
5488	mockeri	0
5489	gloom	0
5490	edifi	1
5491	misus	0
5492	beset	0
5493	The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.	0
5494	I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.	0
5495	ill	0
5496	villian	0
5497	disgrac	0
5498	calamit	0
5499	dawdl	0
5500	Hopefully this bodes for them going out of business and someone who can cook can come in.	0
5501	extraordinarili	1
5502	I've never been treated so bad.	0
5503	jumpi	0
5504	I can say that the desserts were yummy.	1
5505	cliqu	0
5506	lascivi	0
5507	cooper	1
5508	enthus	1
5509	brilliant	1
5510	retic	0
5511	inan	0
5512	displac	0
5513	strain	0
5514	Definitely not worth the $3 I paid.	0
5515	quandari	0
5516	gorgeous	1
5517	tent	0
5518	inspir	1
5519	Kind of hard to mess up a steak but they did.	0
5520	implod	0
5521	useabl	1
5522	disson	0
5523	The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.	0
5524	clich	0
5525	event	1
5526	fatiqu	0
5527	prickl	0
5528	openli	1
5529	pampered	1
